Qué,Pregunta,Respuesta,Nivel CSV,Nivel en el juego
respuesta añadida,Nombra una playa de España,Playa de la Salvé,,2
respuesta añadida,Nombra una playa de España,Playa de Sopelana,,2
respuesta añadida,Nombra una playa de España,Playa de Bakio,,2
respuesta añadida,Nombra una playa de España,Playa de Samil,,2
respuesta añadida,Nombra una playa de España,Playa de Barra,,2
respuesta añadida,Nombra una playa de España,Playa de Patos,,2
respuesta añadida,Nombra una playa de España,Playa de las Vistas,,2
respuesta añadida,Nombra una playa de España,Playa del Duque,,2
respuesta añadida,Nombra una playa de España,Playa de Fañabé,,2
respuesta añadida,Nombra una playa de España,Playa Blanca,,2
respuesta añadida,Nombra una playa de España,Cala Comte,,2
respuesta añadida,Nombra una playa de España,Cala d'Hort,,2
respuesta añadida,Nombra una playa de España,Playa d'en Bossa,,2
respuesta añadida,Nombra una playa de España,Cala Turqueta,,2
respuesta añadida,Nombra una playa de España,Cala Galdana,,2
respuesta añadida,Nombra una playa de España,Cala Mondragó,,2
respuesta añadida,Nombra una playa de España,Playa de Formentor,,2
respuesta añadida,Nombra una playa de España,Playa de Alcúdia,,2
respuesta añadida,Nombra una playa de España,Playa de Muro,,2
respuesta añadida,Nombra una playa de España,Playa de Calblanque,,2
respuesta añadida,Nombra una playa de España,Playa de Bolnuevo,,2
respuesta añadida,Nombra una playa de España,Playa del Arenal,,2
respuesta añadida,Nombra una playa de España,Playa de la Fossa,,2
respuesta añadida,Nombra una playa de España,Playa de Gandía,,2
respuesta añadida,Nombra una playa de España,Playa del Saler,,2
respuesta añadida,Nombra una playa de España,Playa de Peñíscola,,2
respuesta añadida,Nombra una playa de España,Playa de Benicàssim,,2
respuesta añadida,Nombra una playa de España,Playa de Tossa de Mar,,2
respuesta añadida,Nombra una playa de España,Playa de Lloret de Mar,,2
respuesta añadida,Nombra una playa de España,Playa de Mazagón,,2
respuesta añadida,Nombra una playa de España,Playa de Punta Umbría,,2
respuesta añadida,Nombra una playa de España,Playa de Islantilla,,2
respuesta añadida,Nombra una playa de España,Playa de Mojácar,,2
respuesta añadida,Nombra una playa de España,Playa de Agua Amarga,,2
respuesta añadida,Nombra una playa de España,Playa de Cabopino,,2
respuesta añadida,Nombra una playa de España,Playa de Puerto Banús,,2
respuesta añadida,Nombra una playa de España,Playa de Torre del Mar,,2
respuesta añadida,Nombra una playa de España,Playa de Salobreña,,2
respuesta añadida,Nombra una playa de España,Playa de La Herradura,,2
respuesta añadida,Nombra una playa de España,Playa de Jandía,,2
respuesta añadida,Nombra una playa de España,Playa de Barlovento,,2
respuesta añadida,Nombra una playa de España,Playa de las Conchas,,2
respuesta añadida,Nombra una playa de España,Playa Jardín,,2
respuesta añadida,Nombra una playa de España,Playa de La Tejita,,2
respuesta añadida,Nombra una playa de España,Playa de Anfi del Mar,,2
respuesta añadida,Nombra una playa de España,Playa de Puerto Rico,,2
respuesta añadida,Nombra una playa de España,Playa de Las Alcaravaneras,,2
respuesta añadida,Nombra una playa de España,Playa de Tazacorte,,2
respuesta añadida,Nombra una playa de España,Playa de Los Cancajos,,2
respuesta añadida,Nombra una playa de España,Playa de Xagó,,3
respuesta añadida,Nombra una playa de España,Playa de Barayo,,3
respuesta añadida,Nombra una playa de España,Playa de Frexulfe,,3
respuesta añadida,Nombra una playa de España,Playa de Penarronda,,3
respuesta añadida,Nombra una playa de España,Playa de Poo,,3
respuesta añadida,Nombra una playa de España,Playa de Berria,,3
respuesta añadida,Nombra una playa de España,Playa de Merón,,3
respuesta añadida,Nombra una playa de España,Playa de Langre,,3
respuesta añadida,Nombra una playa de España,Playa de Barinatxe,,3
respuesta añadida,Nombra una playa de España,Playa de Mundaka,,3
respuesta añadida,Nombra una playa de España,Playa de Deba,,3
respuesta añadida,Nombra una playa de España,Playa de Orio,,3
respuesta añadida,Nombra una playa de España,Playa de Hondarribia,,3
respuesta añadida,Nombra una playa de España,Playa de Doniños,,3
respuesta añadida,Nombra una playa de España,Playa de Pantín,,3
respuesta añadida,Nombra una playa de España,Playa de Valdoviño,,3
respuesta añadida,Nombra una playa de España,Playa de Louro,,3
respuesta añadida,Nombra una playa de España,Playa de Baroña,,3
respuesta añadida,Nombra una playa de España,Playa de As Furnas,,3
respuesta añadida,Nombra una playa de España,Playa de Mera,,3
respuesta añadida,Nombra una playa de España,Playa de Razo,,3
respuesta añadida,Nombra una playa de España,Playa de Maro,,3
respuesta añadida,Nombra una playa de España,Playa de Cantarriján,,3
respuesta añadida,Nombra una playa de España,Playa de Calahonda,,3
respuesta añadida,Nombra una playa de España,Playa del Algarrobico,,3
respuesta añadida,Nombra una playa de España,Playa del Playazo,,3
respuesta añadida,Nombra una playa de España,Playa de los Locos,,3
respuesta añadida,Nombra una playa de España,Playa de La Mata,,3
respuesta añadida,Nombra una playa de España,Playa de Arenales del Sol,,3
respuesta añadida,Nombra una playa de España,Playa de Las Marinas,,3
respuesta añadida,Nombra una playa de España,Playa de Pinedo,,3
respuesta añadida,Nombra una playa de España,Playa de La Devesa,,3
respuesta añadida,Nombra una playa de España,Playa del Gurugú,,3
respuesta añadida,Nombra una playa de España,Playa de Oropesa,,3
respuesta añadida,Nombra una playa de España,Playa de Llevant,,3
respuesta añadida,Nombra una playa de España,Playa de Nova Icària,,3
respuesta añadida,Nombra una playa de España,Platja d'Aro,,3
respuesta añadida,Nombra una playa de España,Playa de Aiguablava,,3
respuesta añadida,Nombra una playa de España,Playa de Sa Riera,,3
respuesta añadida,Nombra una playa de España,Cala en Porter,,3
respuesta añadida,Nombra una playa de España,Cala Pregonda,,3
respuesta añadida,Nombra una playa de España,Cala Varques,,3
respuesta añadida,Nombra una playa de España,Cala Llombards,,3
respuesta añadida,Nombra una playa de España,Cala Salada,,3
respuesta añadida,Nombra una playa de España,Cala Saona,,3
respuesta añadida,Nombra una playa de España,Playa de Migjorn,,3
respuesta añadida,Nombra una playa de España,Playa de Sardina,,3
respuesta añadida,Nombra una playa de España,Playa de las Gaviotas,,3
respuesta añadida,Nombra una playa de España,Playa del Socorro,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Atocha,,1
respuesta añadida,Nombra una estación de Metro de Madrid,Chueca,,1
respuesta añadida,Nombra una estación de Metro de Madrid,Sevilla,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Santo Domingo,,2
respuesta añadida,Nombra una estación de Metro de Madrid,San Bernardo,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Estrecho,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Aluche,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Casa de Campo,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Carabanchel,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Ciudad Lineal,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Aeropuerto T4,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Aeropuerto T1-T2-T3,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Metropolitano,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Puerta de Toledo,,2
respuesta añadida,Nombra una estación de Metro de Madrid,Prosperidad,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Alfonso XIII,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Avenida de la Paz,,3
respuesta añadida,Nombra una estación de Metro de Madrid,San Lorenzo,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Canillejas,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Suanzes,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Alameda de Osuna,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Urgel,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Vista Alegre,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Eugenia de Montijo,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Campamento,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Laguna,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Villa de Vallecas,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Leganés Central,,3
respuesta añadida,Nombra una estación de Metro de Madrid,Torre Arias,,4
respuesta añadida,Nombra una estación de Metro de Madrid,El Capricho,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Empalme,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Sierra de Guadalupe,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Congosto,,4
respuesta añadida,Nombra una estación de Metro de Madrid,La Gavia,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Las Suertes,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Valdecarros,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Avenida de Guadalajara,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Alsacia,,4
respuesta añadida,Nombra una estación de Metro de Madrid,La Almudena,,4
respuesta añadida,Nombra una estación de Metro de Madrid,San Fernando,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Parque de Santa María,,4
respuesta añadida,Nombra una estación de Metro de Madrid,María Tudor,,4
respuesta añadida,Nombra una estación de Metro de Madrid,Hospital del Henares,,5
respuesta añadida,Nombra una estación de Metro de Madrid,La Fortuna,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Prado de la Vega,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Colonia de los Ángeles,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Prado del Rey,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Pozuelo Oeste,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Bélgica,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Dos Castillas,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Campus de Somosaguas,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Avenida de Europa,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Berna,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Retamares,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Montepríncipe,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Ventorro del Cano,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Prado del Espino,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Ferial de Boadilla,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Infante Don Luis,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Nuevo Mundo,,5
respuesta añadida,Nombra una estación de Metro de Madrid,Puerta de Boadilla,,5
respuesta añadida,Nombra un postre,Tarta,,1
respuesta añadida,Nombra un postre,Bizcocho,,1
respuesta añadida,Nombra un postre,Yogur,,1
respuesta añadida,Nombra un postre,Fruta,,1
respuesta añadida,Nombra un postre,Macedonia de frutas,,1
respuesta añadida,Nombra un postre,Tarta de fresa,,1
respuesta añadida,Nombra un postre,Tarta de la abuela,,1
respuesta añadida,Nombra un postre,Sorbete de limón,,1
respuesta añadida,Nombra un postre,Cuajada,,1
respuesta añadida,Nombra un postre,Tarta de whisky,,2
respuesta añadida,Nombra un postre,Tarta helada,,2
respuesta añadida,Nombra un postre,Tarta Contessa,,2
respuesta añadida,Nombra un postre,Tronco de Navidad,,2
respuesta añadida,Nombra un postre,Roscón de Reyes,,2
respuesta añadida,Nombra un postre,Turrón,,2
respuesta añadida,Nombra un postre,Mazapán,,2
respuesta añadida,Nombra un postre,Filloas,,2
respuesta añadida,Nombra un postre,Petit suisse,,2
respuesta añadida,Nombra un postre,Muffin,,2
respuesta añadida,Nombra un postre,Cupcake,,2
respuesta añadida,Nombra un postre,Brazo de gitano,,2
respuesta añadida,Nombra un postre,Selva negra,,2
respuesta añadida,Nombra un postre,Fondue de chocolate,,2
respuesta añadida,Nombra un postre,Banana split,,2
respuesta añadida,Nombra un postre,Copa de helado,,2
respuesta añadida,Nombra un postre,Tortitas,,2
respuesta añadida,Nombra un postre,Crepes,,2
respuesta añadida,Nombra un postre,Melocotón en almíbar,,2
respuesta añadida,Nombra un postre,Fresas con nata,,2
respuesta añadida,Nombra un postre,Carrot cake,,2
respuesta añadida,Nombra un postre,Apple pie,,2
respuesta añadida,Nombra un postre,Leche merengada,,3
respuesta añadida,Nombra un postre,Sobao,,3
respuesta añadida,Nombra un postre,Quesada,,3
respuesta añadida,Nombra un postre,Mantecadas de Astorga,,3
respuesta añadida,Nombra un postre,Carquiñolis,,3
respuesta añadida,Nombra un postre,Tocinillo,,3
respuesta añadida,Nombra un postre,Rosquillas de Alcalá,,3
respuesta añadida,Nombra un postre,Hojuelas,,3
respuesta añadida,Nombra un postre,Flores de Carnaval,,3
respuesta añadida,Nombra un postre,Tarta de San Marcos,,3
respuesta añadida,Nombra un postre,Pionono,,3
respuesta añadida,Nombra un postre,Tortel,,3
respuesta añadida,Nombra un postre,Suspiros,,3
respuesta añadida,Nombra un postre,Merengue,,3
respuesta añadida,Nombra un postre,Pastel vasco,,3
respuesta añadida,Nombra un postre,Tarta de hojaldre,,3
respuesta añadida,Nombra un postre,Pastel de nata,,3
respuesta añadida,Nombra un postre,Baklava,,3
respuesta añadida,Nombra un postre,Strudel,,3
respuesta añadida,Nombra un postre,Clafoutis,,3
respuesta añadida,Nombra un postre,Île flottante,,3
respuesta añadida,Nombra un postre,Mochi,,3
respuesta añadida,Nombra un postre,Dorayaki,,3
respuesta añadida,Nombra un postre,Brigadeiro,,3
respuesta añadida,Nombra un postre,Dulce de leche,,3
respuesta añadida,Nombra un postre,Mamia,,3
respuesta añadida,Nombra unos cereales de desayuno,Kellogg's,,1
respuesta añadida,Nombra unos cereales de desayuno,Copos de maíz,,1
respuesta añadida,Nombra unos cereales de desayuno,Avena,,1
respuesta añadida,Nombra unos cereales de desayuno,Copos de avena,,1
respuesta añadida,Nombra unos cereales de desayuno,Choco Pops,,1
respuesta añadida,Nombra unos cereales de desayuno,Miel Pops,,2
respuesta añadida,Nombra unos cereales de desayuno,Crunchy Nut,,2
respuesta añadida,Nombra unos cereales de desayuno,Corn Pops,,2
respuesta añadida,Nombra unos cereales de desayuno,Kellogg's Extra,,2
respuesta añadida,Nombra unos cereales de desayuno,Coco Krispies,,3
respuesta añadida,Nombra unos cereales de desayuno,Arroz inflado,,3
respuesta añadida,Nombra unos cereales de desayuno,Trigo inflado,,3
respuesta añadida,Nombra unos cereales de desayuno,Kix,,3
respuesta añadida,Nombra unos cereales de desayuno,Cap'n Crunch,,3
